ad_viz_plotval_data-54
Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01/03/2019,AQS,80010008,2,13.8,ug/m3 LC,60,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
01/09/2019,AQS,80010008,2,20.1,ug/m3 LC,71,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
01/15/2019,AQS,80010008,2,10.3,ug/m3 LC,53,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
01/21/2019,AQS,80010008,2,13.6,ug/m3 LC,59,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
01/27/2019,AQS,80010008,2,2.2,ug/m3 LC,12,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
02/02/2019,AQS,80010008,2,7,ug/m3 LC,39,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
02/08/2019,AQS,80010008,2,32.9,ug/m3 LC,95,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
02/14/2019,AQS,80010008,2,6.6,ug/m3 LC,37,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
03/07/2019,AQS,80010008,2,16.5,ug/m3 LC,65,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
03/10/2019,AQS,80010008,2,5.6,ug/m3 LC,31,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
03/16/2019,AQS,80010008,2,5.2,ug/m3 LC,29,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
03/22/2019,AQS,80010008,2,5.8,ug/m3 LC,32,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
03/28/2019,AQS,80010008,2,10,ug/m3 LC,53,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
04/03/2019,AQS,80010008,2,15.6,ug/m3 LC,63,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
04/09/2019,AQS,80010008,2,5.3,ug/m3 LC,29,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
04/15/2019,AQS,80010008,2,6.8,ug/m3 LC,38,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
04/21/2019,AQS,80010008,2,3.1,ug/m3 LC,17,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
04/27/2019,AQS,80010008,2,2.5,ug/m3 LC,14,Tri County Health Dept. Bldg.,1,100.0000,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.82835,-104.93836
